,工作名稱,公司,工作內容,Linux,Python,MS SQL,C,C++,Java,不拘,Windows 10,C#,Git,UNIX,Excel,PowerPoint,Word,Ruby,ASP.NET,PHP,MySQL,JavaScript,jQuery,Outlook,Oracle,PL/SQL,PostgreSQL,HTML,CSS,Windows Server 2008,Android,iOS,Go,Socket,RTSP,Node.js,AJAX
34,電腦視覺/影像處理/AI人工智慧演算法工程師 Computer Vision/Image Process Algorithm Developer,智見科技股份有限公司,"【工作內容】/智見科技股份有限公司 (http://nuphoto.com.tw) 目前為全台最大的照片沖洗APP公司，主要提供方便製作 [照片個人化商品] 之平台服務，於2012年底成立, 目前正在開發全球性的影像軟體服務, 歡迎對 APP 開發 有熱忱的您加入。 公司創辦人之前為廣達/聯發科 10幾年影像開發經驗技術經理, 對影像技術/電腦視覺/市場開發行銷有優良的經驗和成果, 期待對APP和Web開發有興趣的人才加入,為自己和台灣軟體產品衝出一片新天地. 工作內容 - 開發AI 去背景/人臉偵測/人臉特徵點偵測演算法- 開發AI人臉相關的修圖/變形/優化演算法   - 開發AI照片品質提升演算法   - 導入實際手機APP程式- APP和Server的溝通協定 工作條件 - 資訊電腦相關科系 有做過相關電腦視覺研究- 符合下列工作準則 - 對新創 APP 軟體開發設計 有熱情 - 做事負責，細心，能與團隊溝通合作 - 如有以前的軟體作品 可以先附上. 如App 網站 程式 GitHub 面試機會更高 **技術人員準則： 好的軟體工程師在計畫的時間，開發出穩定的軟體，並降低未來維護的成本。 兼具Time-To-Market 和穩定性。 好的軟體工程師答應的Schedule，沒有合理的理由，決不延遲，有問題會提早提出討 論，像是Spec或是介面定義不清，在開發時，就可以儘早提出討論。 好的軟體工程師在Google上找到的英文解答/小程序/文件，可以迅速正確地理解，並正確用到專案中。對於不懂的語法/元件/框架可以嚴格地驗證，而不誤用。 好的軟體工程師遞交成果時，已經有自行測試過，遞交品質優良的軟體。 好的軟體工程師主動分享新的技術，用以推出更好的產品/介面/體驗。 **員工共同準則 好的員工注重團隊合作，盡力完成他人交辦的事務，以提升團隊效能。 好的員工注重溝通，多談話勝過文字交談，避免溝通有誤。 好的員工自我要求工作表現和效率，努力讓自己持續進步。 好的員工不僅是要做完工作，也要做好工作。 好的員工有Job Owner的概念，Owner如果是自己，就會全盤確認進度和問題，以做 好工作。 好的員工注重Schedule，並會訂好遞交時間，避免延誤團隊的工作時程。 好的員工會主動和上司討論好接下來一個月的工作內容，避免空窗。 好的員工因應公司商業模式或是營業項目的改變，會調整自己的心態和學習新的技 能。 我們是網路軟體公司，只是剛好做到客製化商品電商這個項目，未來還有可能變化。 工作時間&amp;地點 - 新竹市 關新公園附近 - 星期一~星期五 早上9:00~下午6:00 公司福利 - 可和一流人才相互交流 - 具競爭力的薪資 - 滿一年, 保障2個月年終獎金 應徵方式 - 請先寄 履歷自傳 &amp; 相關工作經驗 至 bruce@nuphoto.com.tw - 適任者會以電話通知面試  ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,ASP.NET助理工程師 / ASP.NET工程師,風行天股份有限公司,【工作內容】/風行天是FINTECH與AI的領導公司，是一個年輕有活力的團隊，在業界享譽卓著。我們歡迎有熱情有能力的ASP.NET工程師加入我們。我們開發、設計平台與產品，提供企業在業務外勤上的管理工具提升效率，也提供獨特的匯兌風險管理平台，協助企業管理風險。所以您在這裡除了可以貢獻所學，還能借由互相學習提昇自我。具積極進取跟願意接受挑戰就是我們需要的人才！工作內容：1. 開發環境 : ASP .Net Core 22. 前端開發 : Angular6、Inoic3. 前後端介接 : GraphQL、WebAPI4. 資料庫 : Entity Framework、MS-SQL5. 與行動裝置應用技術結合,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,AI應用軟體工程師_10511,和碩集團_和碩聯合科技股份有限公司,【工作內容】/Responsibilities:* Understanding business objectives of customers and eliciting requirements* Formulating real world problems into corresponding solvable abstract representations* Evaluating edge design that are feasible to deal with a given problem* Developing and deploying intelligent edge product / machine learning into production* Integrating intelligent edge automation / machine vision systems* Tracking product performance in the field and driving continual performance improvements,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,AI 演算法開發工程師,華捷智能股份有限公司,【工作內容】/AI演算法工程師工作內容如下：1. 負責人工智慧學習演算法開發包含：• 規劃演算法架構• 演算法實作及驗證• 進行演算法精確度及效能分析2. 了解客戶需求、解決產品上挑戰性的問題疊代式調整演算法以達成客戶需求條件要求：至少熟悉Caffe、Pytorch、Tensorflow中其中一種架構。熟悉機器學習、具深度學習應用開發，具有應用深度學習於影像及視訊的處理經驗。具基礎數學知識如線性代數、機率、微積分、最佳化，能快速掌握新論文技術及實作能力加分項目：1. 在AI/CV等領域頂尖會議有相關發表2. 具有深度學習應用於視訊的經驗，如：物件追蹤 (Object tracking)3. 具有深度學習應用於人體姿態或行為分析，如：• 多人多角度姿態估測 (Multi-view multi-person pose estimation)• 時空動作檢測 (Spatio-temporal action localization)• 人物互動分析 (Human-object interaction detection)4. 具嵌入式平台運行推論經驗者尤佳,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,【茂林光電  轉職優質首選】電腦視覺AI工程師(新增),茂林光電科技股份有限公司,【工作內容】/1.電腦視覺技術應用與開發2.深度學習相關演算法開發及最佳化3.部署及維護深度學習開發環境4.部署及維護深度學習執行環境5.深度學習模型開發、訓練、導入及維護,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,R0002445: 【校園徵才】Cloud Engineer 雲端工程師 ,Trend Micro_趨勢科技股份有限公司,"【工作內容】/你是否見識過一秒鐘幾百萬上下的資料量，並了解如此海量資料是如何快速地、有效地，而且穩定地被評比及處理？你是否知道如何僅憑你一己之力，在彈指須臾之間，就能打造出一整座雲端資料中心？你是否嘗試過『一鍵式佈署』，就在你敲下按鍵的同時，你的解決方案就可以全自動地、快速地佈署到全世界所有的雲端資料中心？你是否了解高資訊流量的處理過程中，該如何確保軟體服務的高可用性（High Availability）與高擴展性（High scalability）？你是否清楚如何避免自己所建構的網站被攻破，並了解各種常見的駭客手法以及對應之道？如果你擁有下列這些特質：自認擁有百年難得一見的雲端開發資質；相信自己只要遇到名師就可以開啟無窮潛能；覺得自己天生反骨、討厭照本宣科，追求自由創造；相信自己是個潛能一旦開發，就連自己看了也會害怕的不世出奇才；覺得自己俠骨柔情，以天下蒼生為己念，誓要維護網路數位安全。那麼，請趕快加入趨勢科技的行列，放眼國際，徜徉雲端，一同學習雲端服務自動化部署及大數據資料後端平台開發，保護全球數千萬的網路使用者！職務內容：1. 全程參與專案從規畫、設計開發、測試、佈署到維運2. 自動化及優化開發及部署流程3. 熱情學習，每天為變身成為全方位雲端工程師注入養份資格：1. 熟悉至少一項程式語言: Java, Python, C++, Go, ...etc2. 具Linux platform操作基礎3. 應用過Public Cloud Service(AWS/GCP/Azure)的經驗大大加分特質：1. 天然神隊友，看到問題就想解2. 積極主動3. 活著就是為了接受挑戰4. 學得快",1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
40,影像 整合處理/AI分析 應用工程師,杰悉科技股份有限公司,【工作內容】/我們是杰悉科技股份有限公司(NADI SYSTEM Corp)，致力於3D監控系統的開發及整合，目前欲發展AI影像辨識監控平台，希望有前端、後端、AI、IOT相關經歷的夥伴加入我們的行列。我們正在積極尋找具有熱情的軟體工程師，我們提供學習的時間及發揮的空間，讓您一展長才。我們在中國、新加坡、馬來西亞、泰國及美國等地都進行過專案，您將有機會參與海外專案的開發並且有出差的機會！NADI SYSTEM 是一個成長中的新創公司，來自於各個具有根基不同產業的核心人員組成，有屬於自己的文化及技術能量，因此，我們希望找到具有創新性、積極度、溝通力 三者兼具的人來做為伙伴，當然有能力也可以又自命不凡，不過我們重視的是團隊而非個人，所以也沒有單兵作戰及超級英雄人物的事在這裡發生。對於每一位被我們徵選的新伙伴，我們會提供1~3個月的機會希望來證明您的能力，而順利的進入第3個月正式成員；非常希望有實力的您加入，在互相給彼此機會與成長的狀態下，享受公司獲利所帶來的成果。公司福利基於法定勞基法之上，該有的都有且優於，若您覺得還不足，也歡迎靠自己實力與付出爭取。PS. NADI 整體團隊，因每一位伙伴的技能差異因此不同開發組別，並以利潤中心制度為基礎，沒有大鍋菜的均食概念，提供每一組team 資源與協助建立生存競爭力，享有因付出而獲得反饋的利潤。,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,軟體工程師,鈺立微電子股份有限公司,【工作內容】/Join Us!我們正在尋找＂喜歡寫程式、邏輯能力強＂，並且有豐富熱情的你！工作經驗不拘，只要帶著一股學習並且不怕挫敗的勇氣，我們有技術高超又溫柔的工程師手把手帶您一同闖關！ 若是無相關經驗，但仍對於影像、上層與底層軟體開發有興趣和潛力，快快按下應徵按鈕，加入我們學習與創造的旅程吧！Our Mission:在R＆D軟體的工程團隊，我們是負責設計、開發、優化產品，並滿足客戶要求。我們必須依客戶要求，提供必要支持。我們與業務、IC、模組單位等團隊合作，幫助進行模組或系統鑑定，並排除產品應用故障和系統恢復的時間成本，維護產品最好的品質！What We Do:1.設計、開發、優化、維護軟體專案（2D/3D影像、機器人電腦視覺、AI）。 2.設計並實施不同角色且多面向的單元驗證。 3.能與內部溝通，了解及整理軟體需求。 Team Culture:透過專案管理手法與敏捷開發的工作模式，讓團隊中的每位成員在工作中建立成就感與工作價值，並一同參與個人及團隊的成長。GitHub參考：https://github.com/eYs3D/libeys3d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Backend Engineer 後端工程師,英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,"【工作內容】/CloudMile是一支年輕的創業團隊，也是亞洲領先的企業級人工智能，雲和安全技術解決方案提供商，為Google第一個獲得北亞基礎設施和機器學習專業知識的首要合作夥伴。本職缺徵求後端工程師，工作內容將與前端工程師、機器學習工程師和產品經理共同合作，建立乾淨、文件化且容易使用的API接口，並負責評估及優化已發布的服務性能、耐用性和安全性，打造受歡迎的專屬產品。我們相信，喜愛自己的工作是進步的最好方式，您傾注熱情在後端開發的專業上，我們提供您國際化的發展舞台。我們尊重每一位同仁的專業，也希望您樂於和同仁分享專業，重要的是：您可以對自己打造的產品感到驕傲！【工作內容】1. 依據專案與產品需求進行severless程式開發。2. 根據資料存取需求，撰寫 Restful API (Flask)。3. 為 AI 模型設計流程與架構規劃。【專業需求】1. 兩年以上的後端開發經驗，Python / Golang尤佳。2. 一年以上的雲端服務使用經驗，GCP尤佳。3. 熟悉 Git 版本控管，並具備 CI/CD 相關經驗。4. 熟悉RDBMS and NoSQL。5. 熟悉敏捷開發流程。【加分條件】1. 具備 Google Ads API 操作經驗。2. 具備撰寫 Airflow DAG 經驗。3. 具備一年以上 Kubernetes 實務開發經驗。4. 具備 Machine learning 基礎知識及 ML/AI 專案經驗5. 熟悉 Unit Test and 壓測6. 具備前端開發經驗，eg. HTML5, React",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,Web前端工程師,杰悉科技股份有限公司,【工作內容】/我們是杰悉科技股份有限公司(NADI SYSTEM Corp)，致力於3D監控系統的開發及整合，目前欲發展AI影像辨識監控平台，希望有前端、後端、AI、IOT相關經歷的夥伴加入我們的行列。我們正在積極尋找具有熱情的軟體工程師，我們提供學習的時間及發揮的空間，讓您一展長才。我們在中國、新加坡、馬來西亞、泰國及美國等地都進行過專案，您將有機會參與海外專案的開發並且有出差的機會！NADI SYSTEM 是一個成長中的新創公司，來自於各個具有根基不同產業的核心人員組成，有屬於自己的文化及技術能量，因此，我們希望找到具有創新性、積極度、溝通力 三者兼具的人來做為伙伴，當然有能力也可以又自命不凡，不過我們重視的是團隊而非個人，所以也沒有單兵作戰及超級英雄人物的事在這裡發生。對於每一位被我們徵選的新伙伴，我們會提供1~3個月的機會希望來證明您的能力，而順利的進入第3個月正式成員；非常希望有實力的您加入，在互相給彼此機會與成長的狀態下，享受公司獲利所帶來的成果。公司福利基於法定勞基法之上，該有的都有且優於，若您覺得還不足，也歡迎靠自己實力與付出爭取。PS. NADI 整體團隊，因每一位伙伴的技能差異因此不同開發組別，並以利潤中心制度為基礎，沒有大鍋菜的均食概念，提供每一組team 資源與協助建立生存競爭力，享有因付出而獲得反饋的利潤。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
44,全端工程師,曠世智能股份有限公司,【工作內容】/###  應徵請來信信件標題： 【應徵微股力-職稱】你的大名五頁投影片(以及其他加分資料)，將它寄到 [hr@scantrader.com]1. 你為什麼想加入微股力？2. 你的專長能帶給微股力什麼？3. 對你而言人生最重要的核心價值是什麼？4. 你覺得微股力哪裡可以做得更好？5. 簡單履歷###  全端工程師職務介紹微股力（ScanTrader.com）致力打造金融版的社交平台，讓用戶能夠在網站上滿足其「交流、學習、找標的、策略訊號、下單、投後管理」等需求，透過搭建在社交基礎上的「一站式」投資平台，提供完整服務給用戶。在互動與使用者體驗豐富需求趨勢之下，後端系統的穩定與資訊的正確性，透過網頁前端技術打造完美互動，都是平台發展關鍵要素。### 能力要求- 熟悉 NodeJS（Express / KOA）、Bootstrap（或其他前端框架）整合- 熟悉制定 API 準則、XSS / CSRF 等基本資安防護- 熟悉 Git、Bitbucket、Pull-Request 及 CI / CD 工作流程- 熟悉 Linux 伺服器管理（Debian / CentOS）- 熟悉 GCP 或 AWS 雲平台操作- 開發經驗 1 年以上### 加分條件- 熟悉 Vue.js、Nuxt.js、Angular、React 前端框架- 熟悉 Unit Test（如 Mocha ）、壓力測試- 熟悉 Docker 等構建工具- 擁有產品開發、開源專案開發或大型服務開發經驗- 熟悉 Python 且對 AI 有經驗及興趣- 總是想著如何讓工作自動化- 樂於學習網頁新技術- 對投資理財有經驗及興趣### 我們重視的態度❖　善於獨立找出並解決問題❖　不怕被挑戰、勇於表達想法的態度❖　重視並信任團隊合作的力量、能和團隊有效溝通討論❖　面對團體工作時，需跟隨 Code Standard 的必要認知❖　功能發佈上線之前，自己先進行完整測試的責任感，並對程式碼品質要求簡潔好維護❖　彈性工作下的自律嚴謹### 作品集❖　請附上作品連結或雲端檔案❖　請說明每件作品所負責的項目,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Linux Embedded 軟體工程師,富萱科技股份有限公司,【工作內容】/AI 嵌入式設備  應用軟體開發在 Jetson Nano/NX、AI ARM-based 等相關嵌入式硬體環境工作內容1. 與AI工程師合作，開發相關應用功能2. 影像、儲存、網路傳輸、事件告警、周邊IO驅動、系統功能開發3.  C++應用功能設計、SDK、API 開發4.  應用 Linux Ubuntu 相關系統工具5.  使用 QT 設計框架6.  網路傳輸資料至後端平台系統、Websocket、心跳同步薪資水準依經驗與專業技能評估無工作經驗者，需有C++、Linux 嵌入式程式設計相關專業培訓班結業證書資工、工程、應數等相關科系畢業,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
46,[遠端]電腦視覺/影像處理/AI人工智慧演算法工程師 Remote Computer Vision/Image Process Algorithm Developer,智見科技股份有限公司,"【工作內容】/智見科技股份有限公司 (http://nuphoto.com.tw) 目前為全台最大的照片沖洗APP公司，主要提供方便製作 [照片個人化商品] 之平台服務，於2012年底成立, 目前正在開發全球性的影像軟體服務, 歡迎對 APP 開發 有熱忱的您加入。 公司創辦人之前為廣達/聯發科 10幾年影像開發經驗技術經理, 對影像技術/電腦視覺/市場開發行銷有優良的經驗和成果, 期待對APP和Web開發有興趣的人才加入,為自己和台灣軟體產品衝出一片新天地. 工作內容 - 開發AI 去背景/人臉偵測/人臉特徵點偵測演算法- 開發AI人臉相關的修圖/變形/優化演算法   - 開發AI照片品質提升演算法   - 導入實際手機APP程式- APP和Server的溝通協定 工作條件 - 資訊電腦相關科系 有做過相關電腦視覺研究- 符合下列工作準則 - 對新創 APP 軟體開發設計 有熱情 - 做事負責，細心，能與團隊溝通合作 - 如有以前的軟體作品 可以先附上. 如App 網站 程式 GitHub 面試機會更高 **技術人員準則： 好的軟體工程師在計畫的時間，開發出穩定的軟體，並降低未來維護的成本。 兼具Time-To-Market 和穩定性。 好的軟體工程師答應的Schedule，沒有合理的理由，決不延遲，有問題會提早提出討 論，像是Spec或是介面定義不清，在開發時，就可以儘早提出討論。 好的軟體工程師在Google上找到的英文解答/小程序/文件，可以迅速正確地理解，並正確用到專案中。對於不懂的語法/元件/框架可以嚴格地驗證，而不誤用。 好的軟體工程師遞交成果時，已經有自行測試過，遞交品質優良的軟體。 好的軟體工程師主動分享新的技術，用以推出更好的產品/介面/體驗。 **員工共同準則 好的員工注重團隊合作，盡力完成他人交辦的事務，以提升團隊效能。 好的員工注重溝通，多談話勝過文字交談，避免溝通有誤。 好的員工自我要求工作表現和效率，努力讓自己持續進步。 好的員工不僅是要做完工作，也要做好工作。 好的員工有Job Owner的概念，Owner如果是自己，就會全盤確認進度和問題，以做 好工作。 好的員工注重Schedule，並會訂好遞交時間，避免延誤團隊的工作時程。 好的員工會主動和上司討論好接下來一個月的工作內容，避免空窗。 好的員工因應公司商業模式或是營業項目的改變，會調整自己的心態和學習新的技 能。 我們是網路軟體公司，只是剛好做到客製化商品電商這個項目，未來還有可能變化。 工作時間&amp;地點 - 在家工作 也可到新竹辦公室上班 (新竹市 關新公園附近) - 星期一~星期五 早上9:00~下午6:00 公司福利 - 可和一流人才相互交流 - 具競爭力的薪資 - 滿一年, 保障2個月年終獎金 應徵方式 - 請先寄 履歷自傳 &amp; 相關工作經驗 至 bruce@nuphoto.com.tw - 適任者會以電話通知面試  ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,AI 軟體工程師,長春人造樹脂廠股份有限公司,【工作內容】/ 1. AI 技術與應用研究、設計、開發 2. 軟體工程與CI/CD 開發經驗 3. 系統整合與大數據分析 4. 歡迎資管、資工、統計、化工、數學等科系相關背景,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,資深PHP工程師,風行天股份有限公司,【工作內容】/風行天是FINTECH與AI的領導公司，是一個年輕有活力的團隊，在業界享譽卓著。我們歡迎有熱情有能力的資深PHP工程師加入我們。我們開發、設計平台與產品，提供企業在業務外勤上的管理工具提升效率，也提供獨特的匯兌風險管理平台，協助企業管理風險。所以您在這裡除了可以貢獻所學，還能借由互相學習提昇自我。具積極進取跟願意接受挑戰就是我們需要的人才！工作內容：1. 獨立處理主管所交辦的程式維護、調整、除錯或新功能開發 2. 新專案之需求進行分析、規劃、設計以及程式撰寫3. 參與新專案的開發過程的分析、討論、規劃與架構設計4. 能夠參考相關文件、規格或需求開發程式5. git版控的維護與上版的執行6. MySQL資料庫的操作與維護,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,AI工程師/資料工程師/資料科學家/機器學習工程師,域動行銷股份有限公司,"【工作內容】/【熱血團隊】域動Data Team是由一群對『數據分析』及『AI應用』具有研究及開發熱誠的成員所組成。在這裡你可以接觸到大量即時的使用者行為資料，並將資料科學模型應用於:『網路廣告投放優化』『網路用戶辨識』『消費者行為分析』我們更致力於尋找優化方案，改善產品體驗設計及為商業決策提供數據支持，提升效率和價值。我們鼓勵組員多方嘗試、思考、展現天馬行空的創意，且能清楚闡述想法，付諸實踐。 ٩(⚙ᴗ⚙)۶【環境氛圍】扁平化組織、歡樂上班氛圍，彼此隨時交流分享想法，不受任何侷限ㄟ(￣▽￣ㄟ)。總之，在Data Team不但可以接觸多元專案開發，藉此磨練專業知識的深度及廣度，幫助團隊的同時，也能突破自我，大幅成長。 ୧༼ ヘ ᗜ ヘ ༽୨歡迎您一起加入，成為未來數據應用趨勢的一份子！o(〃'▽'〃)o【Job Description】1. 使用資料科學技術剖析數據，協助產品成效優化及發展方向2. 負責資料收集、資料清理、模型建置等工作事項3. 協助處理網路使用者觀看的文本，進行關鍵字擷取、文本分類等NLP任務4. 廣告推薦系統建置及優化5. 數據視覺化報表產出【Qualifications】1. 熟悉 ML 相關知識2. 熟悉Python程式語言，包含Pandas, Numpy, Sklearn,Tensorflow, Pytorch等模組3. 熟悉Linux 系統操作4. 熟悉資料庫程式語言 SQL【Preferred Qualifications】1. 推薦系統處理專案經驗佳2. 自然語言處理專案經驗佳3. 曾參與ML相關研究、競賽或發表論文經驗佳4. 具有數位廣告相關經驗壓5. 統計學專長6. 具有分散式運算的相關知識，如 Spark、Hadoop、Hive7. 有使用過GCP, AWS 等雲端服務經驗佳",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
